species,dif.leaf,status,chilling,photoperiod,group
垂珠花,39,2,C1,P10,C1/P10
垂珠花,21,2,C1,P10,C1/P10
短柄,23,2,C1,P10,C1/P10
短柄,21,2,C1,P10,C1/P10
短柄,23,2,C1,P10,C1/P10
短柄,19,2,C1,P10,C1/P10
短柄,23,2,C1,P10,C1/P10
短柄,23,2,C1,P10,C1/P10
光叶石楠,21,2,C1,P10,C1/P10
光叶石楠,16,2,C1,P10,C1/P10
光叶石楠,33,2,C1,P10,C1/P10
光叶石楠,14,2,C1,P10,C1/P10
光叶石楠,21,2,C1,P10,C1/P10
红淡比,33,2,C1,P10,C1/P10
红枝柴,54,2,C1,P10,C1/P10
黄瑞木,21,2,C1,P10,C1/P10
黄瑞木,33,2,C1,P10,C1/P10
黄瑞木,37,2,C1,P10,C1/P10
灰白蜡瓣花,30,2,C1,P10,C1/P10
灰白蜡瓣花,23,2,C1,P10,C1/P10
灰白蜡瓣花,37,2,C1,P10,C1/P10
灰白蜡瓣花,37,2,C1,P10,C1/P10
灰白蜡瓣花,33,2,C1,P10,C1/P10
木,23,2,C1,P10,C1/P10
木,19,2,C1,P10,C1/P10
木,21,2,C1,P10,C1/P10
木,23,2,C1,P10,C1/P10
矩叶卫矛,14,2,C1,P10,C1/P10
雷公鹅耳枥,56,2,C1,P10,C1/P10
雷公鹅耳枥,56,2,C1,P10,C1/P10
雷公鹅耳枥,56,2,C1,P10,C1/P10
马银花,25,2,C1,P10,C1/P10
马银花,21,2,C1,P10,C1/P10
马银花,37,2,C1,P10,C1/P10
马银花,21,2,C1,P10,C1/P10
满山红,30,2,C1,P10,C1/P10
毛八角枫,28,2,C1,P10,C1/P10
毛花连蕊茶,52,2,C1,P10,C1/P10
毛花连蕊茶,37,2,C1,P10,C1/P10
美丽马醉木,21,2,C1,P10,C1/P10
美丽马醉木,41,2,C1,P10,C1/P10
美丽马醉木,23,2,C1,P10,C1/P10
美丽马醉木,25,2,C1,P10,C1/P10
南酸枣,19,2,C1,P10,C1/P10
南酸枣,23,2,C1,P10,C1/P10
拟赤杨,14,2,C1,P10,C1/P10
披针叶茴香,56,2,C1,P10,C1/P10
披针叶茴香,21,2,C1,P10,C1/P10
披针叶茴香,30,2,C1,P10,C1/P10
披针叶茴香,37,2,C1,P10,C1/P10
石斑木,19,2,C1,P10,C1/P10
石斑木,23,2,C1,P10,C1/P10
石斑木,52,2,C1,P10,C1/P10
薯豆,25,2,C1,P10,C1/P10
薯豆,25,2,C1,P10,C1/P10
薯豆,30,2,C1,P10,C1/P10
乌冈栎,21,2,C1,P10,C1/P10
小果石笔木,52,2,C1,P10,C1/P10
小果石笔木,23,2,C1,P10,C1/P10
小叶石楠,25,2,C1,P10,C1/P10
小叶石楠,48,2,C1,P10,C1/P10
小叶石楠,28,2,C1,P10,C1/P10
小叶石楠,28,2,C1,P10,C1/P10
小叶石楠,25,2,C1,P10,C1/P10
映山红,28,2,C1,P10,C1/P10
映山红,28,2,C1,P10,C1/P10
映山红,25,2,C1,P10,C1/P10
映山红,23,2,C1,P10,C1/P10
映山红,25,2,C1,P10,C1/P10
郁香野茉莉,21,2,C1,P10,C1/P10
浙江柿,19,2,C1,P10,C1/P10
浙江柿,19,2,C1,P10,C1/P10
浙江柿,28,2,C1,P10,C1/P10
浙江柿,23,2,C1,P10,C1/P10
浙闽樱,11,2,C1,P10,C1/P10
垂珠花,56,1,C1,P10,C1/P10
垂珠花,56,1,C1,P10,C1/P10
垂珠花,56,1,C1,P10,C1/P10
垂珠花,56,1,C1,P10,C1/P10
枫香,33,1,C1,P10,C1/P10
枫香,56,1,C1,P10,C1/P10
枫香,56,1,C1,P10,C1/P10
枫香,56,1,C1,P10,C1/P10
枫香,56,1,C1,P10,C1/P10
枫香,56,1,C1,P10,C1/P10
光叶石楠,56,1,C1,P10,C1/P10
红淡比,56,1,C1,P10,C1/P10
红淡比,56,1,C1,P10,C1/P10
红淡比,56,1,C1,P10,C1/P10
红淡比,56,1,C1,P10,C1/P10
红淡比,56,1,C1,P10,C1/P10
红枝柴,56,1,C1,P10,C1/P10
红枝柴,56,1,C1,P10,C1/P10
红枝柴,56,1,C1,P10,C1/P10
红枝柴,56,1,C1,P10,C1/P10
红枝柴,56,1,C1,P10,C1/P10
黄瑞木,56,1,C1,P10,C1/P10
黄瑞木,56,1,C1,P10,C1/P10
黄瑞木,56,1,C1,P10,C1/P10
灰白蜡瓣花,56,1,C1,P10,C1/P10
灰白蜡瓣花,56,1,C1,P10,C1/P10
木,56,1,C1,P10,C1/P10
木,56,1,C1,P10,C1/P10
矩叶卫矛,30,1,C1,P10,C1/P10
矩叶卫矛,30,1,C1,P10,C1/P10
矩叶卫矛,56,1,C1,P10,C1/P10
矩叶卫矛,33,1,C1,P10,C1/P10
矩叶卫矛,30,1,C1,P10,C1/P10
雷公鹅耳枥,56,1,C1,P10,C1/P10
雷公鹅耳枥,56,1,C1,P10,C1/P10
雷公鹅耳枥,56,1,C1,P10,C1/P10
马银花,56,1,C1,P10,C1/P10
马银花,56,1,C1,P10,C1/P10
满山红,56,1,C1,P10,C1/P10
满山红,56,1,C1,P10,C1/P10
满山红,33,1,C1,P10,C1/P10
满山红,56,1,C1,P10,C1/P10
满山红,56,1,C1,P10,C1/P10
毛八角枫,56,1,C1,P10,C1/P10
毛八角枫,56,1,C1,P10,C1/P10
毛八角枫,56,1,C1,P10,C1/P10
毛八角枫,56,1,C1,P10,C1/P10
毛八角枫,56,1,C1,P10,C1/P10
毛花连蕊茶,56,1,C1,P10,C1/P10
毛花连蕊茶,56,1,C1,P10,C1/P10
毛花连蕊茶,56,1,C1,P10,C1/P10
毛花连蕊茶,56,1,C1,P10,C1/P10
美丽马醉木,56,1,C1,P10,C1/P10
美丽马醉木,56,1,C1,P10,C1/P10
南酸枣,56,1,C1,P10,C1/P10
南酸枣,56,1,C1,P10,C1/P10
南酸枣,56,1,C1,P10,C1/P10
南酸枣,56,1,C1,P10,C1/P10
拟赤杨,56,1,C1,P10,C1/P10
拟赤杨,56,1,C1,P10,C1/P10
拟赤杨,56,1,C1,P10,C1/P10
拟赤杨,56,1,C1,P10,C1/P10
拟赤杨,56,1,C1,P10,C1/P10
披针叶茴香,56,1,C1,P10,C1/P10
披针叶茴香,56,1,C1,P10,C1/P10
山矾,56,1,C1,P10,C1/P10
山矾,56,1,C1,P10,C1/P10
山矾,56,1,C1,P10,C1/P10
山矾,56,1,C1,P10,C1/P10
山矾,56,1,C1,P10,C1/P10
山矾,56,1,C1,P10,C1/P10
山胡椒,56,1,C1,P10,C1/P10
山胡椒,56,1,C1,P10,C1/P10
山胡椒,56,1,C1,P10,C1/P10
山胡椒,56,1,C1,P10,C1/P10
石斑木,56,1,C1,P10,C1/P10
石斑木,56,1,C1,P10,C1/P10
石斑木,56,1,C1,P10,C1/P10
薯豆,45,1,C1,P10,C1/P10
薯豆,19,1,C1,P10,C1/P10
薯豆,56,1,C1,P10,C1/P10
甜槠,56,1,C1,P10,C1/P10
甜槠,56,1,C1,P10,C1/P10
甜槠,54,1,C1,P10,C1/P10
甜槠,37,1,C1,P10,C1/P10
甜槠,56,1,C1,P10,C1/P10
甜槠,33,1,C1,P10,C1/P10
乌冈栎,33,1,C1,P10,C1/P10
乌冈栎,33,1,C1,P10,C1/P10
乌冈栎,37,1,C1,P10,C1/P10
乌冈栎,56,1,C1,P10,C1/P10
乌冈栎,30,1,C1,P10,C1/P10
小果石笔木,56,1,C1,P10,C1/P10
小果石笔木,56,1,C1,P10,C1/P10
小果石笔木,56,1,C1,P10,C1/P10
小果石笔木,56,1,C1,P10,C1/P10
宜昌荚o,56,1,C1,P10,C1/P10
宜昌荚o,56,1,C1,P10,C1/P10
宜昌荚o,56,1,C1,P10,C1/P10
宜昌荚o,56,1,C1,P10,C1/P10
宜昌荚o,30,1,C1,P10,C1/P10
宜昌荚o,56,1,C1,P10,C1/P10
映山红,56,1,C1,P10,C1/P10
郁香野茉莉,56,1,C1,P10,C1/P10
郁香野茉莉,56,1,C1,P10,C1/P10
郁香野茉莉,56,1,C1,P10,C1/P10
郁香野茉莉,56,1,C1,P10,C1/P10
郁香野茉莉,56,1,C1,P10,C1/P10
郁香野茉莉,56,1,C1,P10,C1/P10
浙江柿,56,1,C1,P10,C1/P10
浙江柿,56,1,C1,P10,C1/P10
浙闽樱,56,1,C1,P10,C1/P10
浙闽樱,30,1,C1,P10,C1/P10
浙闽樱,56,1,C1,P10,C1/P10
浙闽樱,56,1,C1,P10,C1/P10
浙闽樱,16,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
紫果槭,56,1,C1,P10,C1/P10
垂珠花,37,2,C1,P12,C1/P12
垂珠花,25,2,C1,P12,C1/P12
垂珠花,19,2,C1,P12,C1/P12
垂珠花,19,2,C1,P12,C1/P12
短柄,19,2,C1,P12,C1/P12
短柄,21,2,C1,P12,C1/P12
短柄,19,2,C1,P12,C1/P12
短柄,25,2,C1,P12,C1/P12
短柄,19,2,C1,P12,C1/P12
光叶石楠,21,2,C1,P12,C1/P12
光叶石楠,25,2,C1,P12,C1/P12
黄瑞木,28,2,C1,P12,C1/P12
灰白蜡瓣花,28,2,C1,P12,C1/P12
灰白蜡瓣花,25,2,C1,P12,C1/P12
灰白蜡瓣花,32,2,C1,P12,C1/P12
灰白蜡瓣花,32,2,C1,P12,C1/P12
木,21,2,C1,P12,C1/P12
木,32,2,C1,P12,C1/P12
木,30,2,C1,P12,C1/P12
木,16,2,C1,P12,C1/P12
木,21,2,C1,P12,C1/P12
木,19,2,C1,P12,C1/P12
矩叶卫矛,23,2,C1,P12,C1/P12
雷公鹅耳枥,37,2,C1,P12,C1/P12
雷公鹅耳枥,48,2,C1,P12,C1/P12
雷公鹅耳枥,56,2,C1,P12,C1/P12
雷公鹅耳枥,39,2,C1,P12,C1/P12
雷公鹅耳枥,41,2,C1,P12,C1/P12
马银花,19,2,C1,P12,C1/P12
马银花,25,2,C1,P12,C1/P12
马银花,37,2,C1,P12,C1/P12
马银花,30,2,C1,P12,C1/P12
马银花,23,2,C1,P12,C1/P12
满山红,25,2,C1,P12,C1/P12
满山红,25,2,C1,P12,C1/P12
毛花连蕊茶,39,2,C1,P12,C1/P12
毛花连蕊茶,37,2,C1,P12,C1/P12
毛花连蕊茶,32,2,C1,P12,C1/P12
毛花连蕊茶,9,2,C1,P12,C1/P12
美丽马醉木,14,2,C1,P12,C1/P12
美丽马醉木,28,2,C1,P12,C1/P12
美丽马醉木,21,2,C1,P12,C1/P12
美丽马醉木,39,2,C1,P12,C1/P12
美丽马醉木,19,2,C1,P12,C1/P12
美丽马醉木,19,2,C1,P12,C1/P12
南酸枣,16,2,C1,P12,C1/P12
南酸枣,19,2,C1,P12,C1/P12
拟赤杨,14,2,C1,P12,C1/P12
拟赤杨,19,2,C1,P12,C1/P12
披针叶茴香,41,2,C1,P12,C1/P12
披针叶茴香,23,2,C1,P12,C1/P12
披针叶茴香,45,2,C1,P12,C1/P12
披针叶茴香,25,2,C1,P12,C1/P12
披针叶茴香,28,2,C1,P12,C1/P12
山矾,25,2,C1,P12,C1/P12
石斑木,33,2,C1,P12,C1/P12
石斑木,30,2,C1,P12,C1/P12
石斑木,14,2,C1,P12,C1/P12
薯豆,56,2,C1,P12,C1/P12
薯豆,23,2,C1,P12,C1/P12
薯豆,21,2,C1,P12,C1/P12
乌冈栎,25,2,C1,P12,C1/P12
乌冈栎,19,2,C1,P12,C1/P12
小果石笔木,21,2,C1,P12,C1/P12
小果石笔木,21,2,C1,P12,C1/P12
小果石笔木,30,2,C1,P12,C1/P12
小叶石楠,19,2,C1,P12,C1/P12
小叶石楠,28,2,C1,P12,C1/P12
小叶石楠,21,2,C1,P12,C1/P12
小叶石楠,25,2,C1,P12,C1/P12
小叶石楠,19,2,C1,P12,C1/P12
映山红,28,2,C1,P12,C1/P12
映山红,19,2,C1,P12,C1/P12
映山红,21,2,C1,P12,C1/P12
郁香野茉莉,32,2,C1,P12,C1/P12
浙江柿,23,2,C1,P12,C1/P12
浙江柿,21,2,C1,P12,C1/P12
浙江柿,37,2,C1,P12,C1/P12
浙闽樱,19,2,C1,P12,C1/P12
浙闽樱,19,2,C1,P12,C1/P12
浙闽樱,21,2,C1,P12,C1/P12
浙闽樱,19,2,C1,P12,C1/P12
紫果槭,28,2,C1,P12,C1/P12
垂珠花,56,1,C1,P12,C1/P12
垂珠花,56,1,C1,P12,C1/P12
短柄,56,1,C1,P12,C1/P12
枫香,56,1,C1,P12,C1/P12
枫香,56,1,C1,P12,C1/P12
枫香,56,1,C1,P12,C1/P12
枫香,56,1,C1,P12,C1/P12
枫香,56,1,C1,P12,C1/P12
枫香,56,1,C1,P12,C1/P12
光叶石楠,56,1,C1,P12,C1/P12
光叶石楠,56,1,C1,P12,C1/P12
光叶石楠,56,1,C1,P12,C1/P12
光叶石楠,56,1,C1,P12,C1/P12
红淡比,56,1,C1,P12,C1/P12
红淡比,56,1,C1,P12,C1/P12
红淡比,56,1,C1,P12,C1/P12
红淡比,56,1,C1,P12,C1/P12
红淡比,56,1,C1,P12,C1/P12
红淡比,56,1,C1,P12,C1/P12
红枝柴,56,1,C1,P12,C1/P12
红枝柴,56,1,C1,P12,C1/P12
红枝柴,56,1,C1,P12,C1/P12
红枝柴,56,1,C1,P12,C1/P12
红枝柴,56,1,C1,P12,C1/P12
红枝柴,56,1,C1,P12,C1/P12
黄瑞木,56,1,C1,P12,C1/P12
黄瑞木,56,1,C1,P12,C1/P12
黄瑞木,56,1,C1,P12,C1/P12
黄瑞木,56,1,C1,P12,C1/P12
黄瑞木,21,1,C1,P12,C1/P12
灰白蜡瓣花,56,1,C1,P12,C1/P12
矩叶卫矛,14,1,C1,P12,C1/P12
矩叶卫矛,33,1,C1,P12,C1/P12
矩叶卫矛,30,1,C1,P12,C1/P12
矩叶卫矛,30,1,C1,P12,C1/P12
矩叶卫矛,30,1,C1,P12,C1/P12
雷公鹅耳枥,56,1,C1,P12,C1/P12
马银花,56,1,C1,P12,C1/P12
满山红,28,1,C1,P12,C1/P12
满山红,56,1,C1,P12,C1/P12
满山红,56,1,C1,P12,C1/P12
满山红,33,1,C1,P12,C1/P12
毛八角枫,56,1,C1,P12,C1/P12
毛八角枫,56,1,C1,P12,C1/P12
毛八角枫,56,1,C1,P12,C1/P12
毛八角枫,56,1,C1,P12,C1/P12
毛八角枫,56,1,C1,P12,C1/P12
毛八角枫,56,1,C1,P12,C1/P12
毛花连蕊茶,56,1,C1,P12,C1/P12
毛花连蕊茶,56,1,C1,P12,C1/P12
南酸枣,56,1,C1,P12,C1/P12
南酸枣,56,1,C1,P12,C1/P12
南酸枣,56,1,C1,P12,C1/P12
南酸枣,56,1,C1,P12,C1/P12
拟赤杨,14,1,C1,P12,C1/P12
拟赤杨,56,1,C1,P12,C1/P12
拟赤杨,56,1,C1,P12,C1/P12
拟赤杨,56,1,C1,P12,C1/P12
披针叶茴香,56,1,C1,P12,C1/P12
山矾,56,1,C1,P12,C1/P12
山矾,56,1,C1,P12,C1/P12
山矾,56,1,C1,P12,C1/P12
山矾,56,1,C1,P12,C1/P12
山矾,56,1,C1,P12,C1/P12
山胡椒,56,1,C1,P12,C1/P12
山胡椒,56,1,C1,P12,C1/P12
山胡椒,56,1,C1,P12,C1/P12
山胡椒,56,1,C1,P12,C1/P12
石斑木,56,1,C1,P12,C1/P12
石斑木,56,1,C1,P12,C1/P12
石斑木,56,1,C1,P12,C1/P12
薯豆,56,1,C1,P12,C1/P12
薯豆,19,1,C1,P12,C1/P12
薯豆,56,1,C1,P12,C1/P12
甜槠,56,1,C1,P12,C1/P12
甜槠,56,1,C1,P12,C1/P12
甜槠,56,1,C1,P12,C1/P12
甜槠,56,1,C1,P12,C1/P12
甜槠,56,1,C1,P12,C1/P12
甜槠,56,1,C1,P12,C1/P12
乌冈栎,21,1,C1,P12,C1/P12
乌冈栎,28,1,C1,P12,C1/P12
乌冈栎,56,1,C1,P12,C1/P12
乌冈栎,39,1,C1,P12,C1/P12
小果石笔木,56,1,C1,P12,C1/P12
小果石笔木,56,1,C1,P12,C1/P12
小果石笔木,56,1,C1,P12,C1/P12
宜昌荚o,56,1,C1,P12,C1/P12
宜昌荚o,56,1,C1,P12,C1/P12
宜昌荚o,56,1,C1,P12,C1/P12
宜昌荚o,56,1,C1,P12,C1/P12
宜昌荚o,56,1,C1,P12,C1/P12
宜昌荚o,56,1,C1,P12,C1/P12
映山红,56,1,C1,P12,C1/P12
映山红,33,1,C1,P12,C1/P12
映山红,56,1,C1,P12,C1/P12
郁香野茉莉,56,1,C1,P12,C1/P12
郁香野茉莉,56,1,C1,P12,C1/P12
郁香野茉莉,56,1,C1,P12,C1/P12
郁香野茉莉,56,1,C1,P12,C1/P12
浙江柿,56,1,C1,P12,C1/P12
浙江柿,56,1,C1,P12,C1/P12
浙江柿,56,1,C1,P12,C1/P12
浙闽樱,14,1,C1,P12,C1/P12
浙闽樱,56,1,C1,P12,C1/P12
紫果槭,56,1,C1,P12,C1/P12
紫果槭,56,1,C1,P12,C1/P12
紫果槭,56,1,C1,P12,C1/P12
垂珠花,16,2,C1,P14,C1/P14
垂珠花,32,2,C1,P14,C1/P14
短柄,14,2,C1,P14,C1/P14
短柄,11,2,C1,P14,C1/P14
短柄,23,2,C1,P14,C1/P14
短柄,21,2,C1,P14,C1/P14
短柄,23,2,C1,P14,C1/P14
光叶石楠,8,2,C1,P14,C1/P14
光叶石楠,14,2,C1,P14,C1/P14
光叶石楠,16,2,C1,P14,C1/P14
光叶石楠,25,2,C1,P14,C1/P14
红淡比,19,2,C1,P14,C1/P14
灰白蜡瓣花,19,2,C1,P14,C1/P14
灰白蜡瓣花,25,2,C1,P14,C1/P14
木,23,2,C1,P14,C1/P14
木,25,2,C1,P14,C1/P14
木,19,2,C1,P14,C1/P14
木,25,2,C1,P14,C1/P14
木,23,2,C1,P14,C1/P14
木,23,2,C1,P14,C1/P14
矩叶卫矛,16,2,C1,P14,C1/P14
矩叶卫矛,11,2,C1,P14,C1/P14
雷公鹅耳枥,52,2,C1,P14,C1/P14
雷公鹅耳枥,52,2,C1,P14,C1/P14
雷公鹅耳枥,52,2,C1,P14,C1/P14
雷公鹅耳枥,19,2,C1,P14,C1/P14
马银花,21,2,C1,P14,C1/P14
马银花,21,2,C1,P14,C1/P14
马银花,21,2,C1,P14,C1/P14
马银花,25,2,C1,P14,C1/P14
马银花,19,2,C1,P14,C1/P14
马银花,32,2,C1,P14,C1/P14
满山红,27,2,C1,P14,C1/P14
毛花连蕊茶,33,2,C1,P14,C1/P14
美丽马醉木,21,2,C1,P14,C1/P14
美丽马醉木,19,2,C1,P14,C1/P14
美丽马醉木,19,2,C1,P14,C1/P14
美丽马醉木,19,2,C1,P14,C1/P14
南酸枣,23,2,C1,P14,C1/P14
拟赤杨,14,2,C1,P14,C1/P14
拟赤杨,19,2,C1,P14,C1/P14
披针叶茴香,39,2,C1,P14,C1/P14
披针叶茴香,39,2,C1,P14,C1/P14
山矾,21,2,C1,P14,C1/P14
石斑木,56,2,C1,P14,C1/P14
石斑木,52,2,C1,P14,C1/P14
石斑木,19,2,C1,P14,C1/P14
薯豆,27,2,C1,P14,C1/P14
薯豆,27,2,C1,P14,C1/P14
薯豆,23,2,C1,P14,C1/P14
薯豆,27,2,C1,P14,C1/P14
甜槠,37,2,C1,P14,C1/P14
乌冈栎,23,2,C1,P14,C1/P14
小果石笔木,21,2,C1,P14,C1/P14
小果石笔木,25,2,C1,P14,C1/P14
小叶石楠,21,2,C1,P14,C1/P14
小叶石楠,45,2,C1,P14,C1/P14
小叶石楠,23,2,C1,P14,C1/P14
小叶石楠,23,2,C1,P14,C1/P14
小叶石楠,30,2,C1,P14,C1/P14
宜昌荚o,19,2,C1,P14,C1/P14
宜昌荚o,27,2,C1,P14,C1/P14
宜昌荚o,41,2,C1,P14,C1/P14
映山红,25,2,C1,P14,C1/P14
映山红,19,2,C1,P14,C1/P14
映山红,25,2,C1,P14,C1/P14
映山红,23,2,C1,P14,C1/P14
映山红,30,2,C1,P14,C1/P14
郁香野茉莉,25,2,C1,P14,C1/P14
郁香野茉莉,37,2,C1,P14,C1/P14
郁香野茉莉,25,2,C1,P14,C1/P14
郁香野茉莉,37,2,C1,P14,C1/P14
浙江柿,19,2,C1,P14,C1/P14
浙江柿,21,2,C1,P14,C1/P14
浙江柿,21,2,C1,P14,C1/P14
浙江柿,19,2,C1,P14,C1/P14
浙闽樱,19,2,C1,P14,C1/P14
浙闽樱,14,2,C1,P14,C1/P14
浙闽樱,16,2,C1,P14,C1/P14
浙闽樱,25,2,C1,P14,C1/P14
紫果槭,52,2,C1,P14,C1/P14
垂珠花,56,1,C1,P14,C1/P14
垂珠花,56,1,C1,P14,C1/P14
垂珠花,56,1,C1,P14,C1/P14
垂珠花,56,1,C1,P14,C1/P14
短柄,30,1,C1,P14,C1/P14
枫香,56,1,C1,P14,C1/P14
枫香,56,1,C1,P14,C1/P14
枫香,56,1,C1,P14,C1/P14
枫香,56,1,C1,P14,C1/P14
枫香,56,1,C1,P14,C1/P14
枫香,56,1,C1,P14,C1/P14
光叶石楠,56,1,C1,P14,C1/P14
光叶石楠,56,1,C1,P14,C1/P14
红淡比,56,1,C1,P14,C1/P14
红淡比,56,1,C1,P14,C1/P14
红淡比,56,1,C1,P14,C1/P14
红淡比,56,1,C1,P14,C1/P14
红淡比,56,1,C1,P14,C1/P14
红枝柴,56,1,C1,P14,C1/P14
红枝柴,56,1,C1,P14,C1/P14
红枝柴,56,1,C1,P14,C1/P14
红枝柴,56,1,C1,P14,C1/P14
红枝柴,56,1,C1,P14,C1/P14
红枝柴,56,1,C1,P14,C1/P14
黄瑞木,56,1,C1,P14,C1/P14
黄瑞木,56,1,C1,P14,C1/P14
黄瑞木,56,1,C1,P14,C1/P14
黄瑞木,56,1,C1,P14,C1/P14
黄瑞木,56,1,C1,P14,C1/P14
黄瑞木,56,1,C1,P14,C1/P14
灰白蜡瓣花,56,1,C1,P14,C1/P14
灰白蜡瓣花,56,1,C1,P14,C1/P14
灰白蜡瓣花,56,1,C1,P14,C1/P14
灰白蜡瓣花,56,1,C1,P14,C1/P14
矩叶卫矛,16,1,C1,P14,C1/P14
矩叶卫矛,14,1,C1,P14,C1/P14
矩叶卫矛,14,1,C1,P14,C1/P14
矩叶卫矛,56,1,C1,P14,C1/P14
雷公鹅耳枥,56,1,C1,P14,C1/P14
雷公鹅耳枥,56,1,C1,P14,C1/P14
满山红,56,1,C1,P14,C1/P14
满山红,56,1,C1,P14,C1/P14
满山红,56,1,C1,P14,C1/P14
满山红,56,1,C1,P14,C1/P14
满山红,56,1,C1,P14,C1/P14
毛八角枫,56,1,C1,P14,C1/P14
毛八角枫,56,1,C1,P14,C1/P14
毛八角枫,56,1,C1,P14,C1/P14
毛八角枫,56,1,C1,P14,C1/P14
毛八角枫,56,1,C1,P14,C1/P14
毛八角枫,56,1,C1,P14,C1/P14
毛花连蕊茶,56,1,C1,P14,C1/P14
毛花连蕊茶,56,1,C1,P14,C1/P14
毛花连蕊茶,54,1,C1,P14,C1/P14
毛花连蕊茶,56,1,C1,P14,C1/P14
毛花连蕊茶,56,1,C1,P14,C1/P14
美丽马醉木,56,1,C1,P14,C1/P14
美丽马醉木,56,1,C1,P14,C1/P14
南酸枣,56,1,C1,P14,C1/P14
南酸枣,56,1,C1,P14,C1/P14
南酸枣,56,1,C1,P14,C1/P14
南酸枣,56,1,C1,P14,C1/P14
南酸枣,56,1,C1,P14,C1/P14
拟赤杨,27,1,C1,P14,C1/P14
拟赤杨,56,1,C1,P14,C1/P14
拟赤杨,56,1,C1,P14,C1/P14
拟赤杨,56,1,C1,P14,C1/P14
披针叶茴香,56,1,C1,P14,C1/P14
披针叶茴香,56,1,C1,P14,C1/P14
披针叶茴香,56,1,C1,P14,C1/P14
披针叶茴香,56,1,C1,P14,C1/P14
山矾,56,1,C1,P14,C1/P14
山矾,56,1,C1,P14,C1/P14
山矾,56,1,C1,P14,C1/P14
山矾,56,1,C1,P14,C1/P14
山矾,56,1,C1,P14,C1/P14
山胡椒,56,1,C1,P14,C1/P14
山胡椒,56,1,C1,P14,C1/P14
山胡椒,56,1,C1,P14,C1/P14
山胡椒,56,1,C1,P14,C1/P14
石斑木,56,1,C1,P14,C1/P14
石斑木,56,1,C1,P14,C1/P14
石斑木,56,1,C1,P14,C1/P14
薯豆,56,1,C1,P14,C1/P14
薯豆,56,1,C1,P14,C1/P14
甜槠,28,1,C1,P14,C1/P14
甜槠,33,1,C1,P14,C1/P14
甜槠,56,1,C1,P14,C1/P14
甜槠,30,1,C1,P14,C1/P14
甜槠,56,1,C1,P14,C1/P14
乌冈栎,56,1,C1,P14,C1/P14
乌冈栎,56,1,C1,P14,C1/P14
乌冈栎,56,1,C1,P14,C1/P14
乌冈栎,56,1,C1,P14,C1/P14
乌冈栎,56,1,C1,P14,C1/P14
小果石笔木,56,1,C1,P14,C1/P14
小果石笔木,56,1,C1,P14,C1/P14
小果石笔木,56,1,C1,P14,C1/P14
小果石笔木,56,1,C1,P14,C1/P14
宜昌荚o,56,1,C1,P14,C1/P14
宜昌荚o,56,1,C1,P14,C1/P14
宜昌荚o,56,1,C1,P14,C1/P14
映山红,56,1,C1,P14,C1/P14
郁香野茉莉,56,1,C1,P14,C1/P14
郁香野茉莉,56,1,C1,P14,C1/P14
浙江柿,11,1,C1,P14,C1/P14
浙江柿,56,1,C1,P14,C1/P14
浙闽樱,56,1,C1,P14,C1/P14
浙闽樱,21,1,C1,P14,C1/P14
紫果槭,56,1,C1,P14,C1/P14
紫果槭,56,1,C1,P14,C1/P14
紫果槭,56,1,C1,P14,C1/P14
紫果槭,56,1,C1,P14,C1/P14
紫果槭,56,1,C1,P14,C1/P14
垂珠花,15,2,C2,P10,C2/P10
垂珠花,15,2,C2,P10,C2/P10
短柄,15,2,C2,P10,C2/P10
